Date,XLE,SPY,XLC,XLY,XLP,XLV,XLF,XLI,XLB,XLK,XLRE,XLU
2019-09-30,21.947158813476562,269.881591796875,46.49116516113281,57.023651123046875,51.66769027709961,80.59979248046875,24.77744483947754,69.93228149414062,25.522197723388672,38.07057571411133,31.579801559448242,26.44120979309082
2019-10-01,21.439260482788086,266.6714172363281,46.02174758911133,56.54648971557617,51.533103942871094,79.81285095214844,24.25535011291504,68.25670623779297,24.92141342163086,37.71601104736328,31.306856155395508,26.379947662353516
2019-10-02,20.91282844543457,261.9607238769531,45.32700729370117,55.530731201171875,50.49840545654297,78.65032958984375,23.759796142578125,66.96851348876953,24.47412109375,37.00689697265625,31.11420249938965,26.02870750427246
2019-10-03,21.138973236083984,264.10699462890625,45.768253326416016,55.800025939941406,50.851715087890625,79.35679626464844,23.85713768005371,67.409912109375,24.56182289123535,37.46072769165039,31.483455657958984,26.089975357055664
2019-10-04,21.272436141967773,267.6808776855469,46.38789367675781,56.32444763183594,51.65088653564453,80.59979248046875,24.299592971801758,68.11257934570312,24.69338035583496,38.08003616333008,31.627958297729492,26.453462600708008
2019-10-07,21.083362579345703,266.52593994140625,46.38789367675781,56.078773498535156,51.23027420043945,80.33155822753906,24.175703048706055,67.77025604248047,24.60567855834961,37.9193000793457,31.571754455566406,26.35135841369629
2019-10-08,20.723752975463867,262.3881530761719,45.63682556152344,55.48822021484375,50.74236297607422,78.80235290527344,23.69785499572754,66.72526550292969,24.175920486450195,37.2243537902832,31.419246673583984,26.106307983398438
2019-10-09,20.91282844543457,264.8799133300781,45.909088134765625,55.96065139770508,51.12931823730469,79.3746566772461,23.919082641601562,67.29280090332031,24.44780731201172,37.7774658203125,31.515565872192383,26.232919692993164
2019-10-10,21.176042556762695,266.6714172363281,46.17196273803711,56.33388900756836,51.23027420043945,79.76815795898438,24.166860580444336,67.90538787841797,24.67145347595215,38.037479400634766,31.595840454101562,26.204334259033203
2019-10-11,21.461503982543945,269.4360656738281,46.71647262573242,56.97168731689453,51.17980194091797,80.42987823486328,24.467723846435547,69.18457794189453,25.149442672729492,38.56223678588867,31.491487503051758,26.106307983398438
2019-10-14,21.45038414001465,269.13592529296875,46.61321258544922,56.94334030151367,50.927433013916016,80.39414978027344,24.50311851501465,69.04945373535156,24.969650268554688,38.538597106933594,31.539655685424805,25.93885612487793
2019-10-15,21.53936004638672,271.80047607421875,47.41122817993164,57.44411849975586,50.708709716796875,81.8607406616211,24.857086181640625,69.60797882080078,25.145063400268555,38.964073181152344,31.563735961914062,25.85717010498047
2019-10-16,21.239070892333984,271.3639221191406,47.4957160949707,57.680335998535156,50.759193420410156,81.75343322753906,24.79514503479004,69.57196044921875,25.197683334350586,38.69460678100586,31.52359962463379,25.914352416992188
2019-10-17,21.253896713256836,272.16424560546875,47.777366638183594,57.83152770996094,50.99472427368164,82.36151123046875,24.81283950805664,69.91426849365234,25.263465881347656,38.61897277832031,31.73231315612793,25.979700088500977
2019-10-18,21.142677307128906,270.9728698730469,47.22345733642578,57.718143463134766,51.095680236816406,82.05747985839844,24.874778747558594,69.31071472167969,25.2196102142334,38.25022506713867,32.03734588623047,26.065465927124023
2019-10-21,21.520828247070312,272.80987548828125,47.505104064941406,57.92129898071289,51.2639274597168,81.96805572509766,25.219894409179688,69.72509765625,25.140674591064453,38.661521911621094,32.254093170166016,26.167572021484375
2019-10-22,21.798871994018555,271.91864013671875,47.045082092285156,57.55278396606445,51.28074264526367,82.14689636230469,25.149106979370117,70.27461242675781,25.035430908203125,38.14148712158203,32.15775680541992,26.277841567993164
2019-10-23,21.980527877807617,272.7098693847656,47.41122817993164,57.28822326660156,51.516292572021484,82.6566162109375,25.255292892456055,70.2656021118164,25.19329833984375,38.17457580566406,32.21395492553711,26.38404083251953
2019-10-24,21.887845993041992,273.1553955078125,46.876075744628906,57.25988006591797,51.69293975830078,82.23629760742188,25.219894409179688,70.36467742919922,25.272235870361328,38.732425689697266,32.093544006347656,26.47389030456543
2019-10-25,22.0657958984375,274.27398681640625,47.24224090576172,57.19373321533203,51.39009094238281,82.32572937011719,25.343778610229492,70.80608367919922,25.548505783081055,39.200443267822266,31.700199127197266,26.204334259033203
2019-10-28,21.939741134643555,275.8200378417969,47.68349838256836,57.373260498046875,51.289154052734375,83.17530822753906,25.476516723632812,71.00428009033203,25.6274356842041,39.696842193603516,31.363046646118164,25.844921112060547
2019-10-29,22.028722763061523,275.7381286621094,47.251625061035156,57.04726028442383,51.289154052734375,84.355712890625,25.538461685180664,71.2385025024414,25.785306930541992,39.3375358581543,31.443328857421875,25.869426727294922
2019-10-30,21.580137252807617,276.5838623046875,47.383056640625,57.4015998840332,51.524696350097656,84.82966613769531,25.52076530456543,71.4907455444336,25.807235717773438,39.57865524291992,31.676128387451172,26.098140716552734
2019-10-31,21.48745346069336,275.8473205566406,47.52388381958008,57.09451675415039,51.44898986816406,84.7313003540039,25.396881103515625,70.72500610351562,25.51780891418457,39.555023193359375,31.571754455566406,26.2410888671875
2019-11-01,21.97681999206543,278.4026184082031,47.83370590209961,57.47246551513672,51.440574645996094,84.838623046875,25.76854133605957,72.26546478271484,25.877399444580078,40.027767181396484,31.491487503051758,26.175737380981445
2019-11-04,22.69232749938965,279.52117919921875,48.09657287597656,57.500816345214844,50.944252014160156,84.57929992675781,25.98976707458496,73.1032485961914,26.079124450683594,40.23577880859375,31.138280868530273,25.840831756591797
2019-11-05,22.721988677978516,279.2120056152344,48.115352630615234,57.585853576660156,51.11250305175781,83.98014068603516,26.087108612060547,73.2563705444336,26.12297821044922,40.188499450683594,30.60044288635254,25.57535743713379
2019-11-06,22.258577346801758,279.27569580078125,47.946353912353516,57.64727020263672,51.32279968261719,84.26629638671875,26.219844818115234,73.30143737792969,26.10543441772461,40.16960144042969,30.71282958984375,25.673383712768555
